"brand","model","screenSize","screenTech","star","energyConsumption"
"philips","58BFL2114/12",58,"LED",5.5,322
"philips","55HFL6114U/12",55,"LED",5,319
"hisense","75U80G",75,"LED",2.5,1060
"jvc","AV-H323115A",32,"LED",5,130
"bauhn","ATV58UHDW-0421",58,"LED",6,301
"jvc","AV-H437115A",42,"LED",4.5,235
"jvc","AV-H587115A",57,"LED",4,468
"jvc","AV-H657115A",64,"LED",4,580
"samsung","QA85QN90AAW",85,"LED",4,945
"samsung","QA85QN90AAS",85,"LED",4,945
"samsung","QA85QN90AA",85,"LED",4,945
"bauhn","ATV70UHDW-0321",70,"LCD",6,405
"kogan","KALED55RT9220SVA",55,"LED",5,320
"kogan","LE-55N3",55,"LED",5,320
"kogan","LE-55N1",55,"LED",5,320
"kogan","LE-55S1",55,"LED",5,320
"kogan","LE-55E1",55,"LED",5,320
"kogan","LE-55F3",55,"LED",5,320
"samsung","QA50Q80AAS",49,"LED",2.5,470
"kogan","KALED65RT9210SVA",65,"LED",5.5,385
"kogan","LE-65N3",65,"LED",5.5,385
"kogan","LE-65E1",65,"LED",5.5,385
"kogan","LE-65S1",65,"LED",5.5,385
"kogan","LE-65N1",65,"LED",5.5,385
"kogan","LE-65F3",65,"LED",5.5,385
"kogan","*****65*****",65,"LED",5.5,385
"samsung","BE43A-H",42,"LED",4,255
"samsung","BE50A-H",49,"LED",4,335
"teac","LE75L521",75,"LED",4,750
"samsung","BE55A-H",55,"LED",5,310
"samsung","BE65A-H",64,"LED",5,426
"samsung","BE75A-H",75,"LED",5.5,525
"hyundai","H75WK31",75,"LED",4,750
"blaupunkt","BP580USG9300",58,"LED",5,370
"kogan","KALED55XG9410SKA",55,"LED",5,330
"hisense","65A7G",65,"LED",5,458
"hisense","50A7G",50,"LED",5.5,254
"hisense","55A7G",55,"LED",5.5,304
"devanti","STV-316W-UHD-65",65,"LED",4,554
"linsar","LS82UHDNF",82,"LED",5.5,651
"kogan","KALED70TU9220SKA",70,"LED",4.5,550
"hisense","32A4G",32,"LED",6,104
"hisense","55U7G",55,"LED",4.5,380
"devanti","STV-311W-UHD-75",75,"LED",4,760
"lg","75QNED99TPB",75,"LED",3,904
"lg","86QNED99TPB",86,"LED",2.5,1280
"lg","75QNED91TPA",75,"LED",5,594
"skyworth","55SUC9300",55,"LED",5.5,303
"skyworth","55SUC9500",55,"LED",5.5,303
"skyworth","55SUC****",55,"LED",5.5,303
"skyworth","86SUC9500",86,"LED",4.5,893
"skyworth","86SUC9000",86,"LED",4.5,893
"hisense","75A7G",75,"LED",5.5,528
"skyworth","86G51",86,"LED",4.5,893
"skyworth","STL-86G51",86,"LED",4.5,893
"skyworth","86SUC****",86,"LED",4.5,893
"sony","XR-65X95J",65,"LCD",3.5,642
"sony","XR-75X95J",75,"LCD",4,763
"sony","XR-85X95J",85,"LCD",4.5,818
"lg","86QNED91TPA",86,"LED",5,776
"kogan","KALED50XU9210STD",49,"LED",5,284
"kogan","KALED50XU9220STC",49,"LED",5,284
"kogan","KAQLED75XR9510STB",75,"LED",4.5,627
"kogan","LE-55 series",55,"LED",5,320
"samsung","QA65QN700AW",64,"LED",2.5,806
"samsung","QA65QN700AS",64,"LED",2.5,806
"samsung","QA65QN700A",64,"LED",2.5,806
"samsung","QA75QN700AW",75,"LED",3,886
"samsung","QA75QN700AS",75,"LED",3,886
"samsung","QA75QN700A",75,"LED",3,886
"lg","75QNED96TPA",75,"LED",4,703
"hisense","75U7G",75,"LED",4.5,684
"philips","55HFL2899T/79",55,"LED",6,238
"philips","65HFL2899T/79",65,"LED",7,295
"hisense","55U8G",55,"LED",3.5,468
"hisense","65U8G",65,"LCD",3.5,638
"furrion","FDFD24A0D",24,"LCD",5,85
"hisense","75U90G",75,"LED",2,1190
"chiq","U50G7H",49,"LED",5,265
"chiq","U55G7H",55,"LED",4.5,349
"chiq","U65G7H",64,"LED",4.5,506
"hisense","65U7G",65,"LED",4.5,492
"hisense","43A7G",43,"LED",4.5,240
"lg","70UP8050PVB",70,"LED",4.5,561
"lg","32LT662MBTB",32,"LED",5,123
"hisense","40A4G",40,"LED",6,135
"hisense","85U7G",85,"LED",4,952
"eko","K75USG",75,"LED",4,758
"kogan","KALED32RH9210STB",31,"LED",6,104
"kogan","KALED32RH9220STB",31,"LED",6,104
"hisense","85U8G",85,"LED",4,952
"jvc","AV-HQ507115A",50,"LED",5,256
"caixun","LE-32K1",32,"LCD",6,98
"caixun","LE-32S1",32,"LCD",6,98
"caixun","LE-32F2",32,"LCD",6,98
"caixun","LE-32K1, LE-32S1, LE-32F2",32,"LCD",6,98
"caixun","LE-43N1",43,"LCD",4.5,220
"caixun","LE-43F2",43,"LCD",4.5,220
"caixun","LE-43S1",43,"LCD",4.5,220
"caixun","LE-43N1, LE-43F2, LE-43S1",43,"LCD",4.5,220
"caixun","LE-40N1",39,"LCD",5.5,155
"caixun","LE-40F2",39,"LCD",5.5,155
"caixun","LE-40S1",39,"LCD",5.5,155
"caixun","LE-40N1, LE-40F2, LE-40S1",39,"LCD",5.5,155
"jvc","AV-HQ557115A",55,"LED",5,320
"philips","19HFL5014W/12",19,"LED",5,61
"philips","19HFL5114W/12",19,"LED",5,61
"lg","43UR640S0TD",43,"LED",3.5,291
"lg","50UR640S0TD",49,"LED",4,349
"lg","55UR640S0TD",55,"LED",4,415
"lg","65UR640S0TD",65,"LED",4,572
"lg","75UR640S0TD",75,"LED",4.5,659
"lg","86UR640S0TD",86,"LED",4.5,882
"loewe","BILD v.65",65,"OLED",4.5,517
"toshiba","50C350KP",50,"LED",5,280
"toshiba","43C350KP",43,"LED",4,269
"toshiba","55C350KP",55,"LED",5,339
"toshiba","65C350KP",65,"LED",5,453
"lg","65QNED91TPA",65,"LED",5,440
"lg","65QNED96TPA",65,"LED",3.5,601
"lg","65QNED99TPB",65,"LED",2.5,805
"bauhn","ATV75UHDW-0621",75,"LED",6,393
"jvc","AV-HQ657115A",65,"LED",5,430
"teac","LE70L521",70,"LED",4.5,560
"eko","K85USW",85,"LED",3,1116
"blaupunkt","BP50WOS",49,"LED",4.5,288
"eko","K58USW",58,"LED",4.5,378
"samsung","QA65LS01TAW",64,"LED",5,459
"samsung","QA65LS01TAS",64,"LED",5,459
"kogan","KALED70UN8910SGA",70,"LCD",5,515
"hisense","75U8G",75,"LED",4.5,683
"veon","VN58U22021N",58,"LED",4,450
"samsung","QA55QN700AS",55,"LED",1.5,726
"gorilla","GSTV42TV1",41,"LED",6,160
"gorilla","GSTV32TV3",31,"LED",6,104
"sharp","8T-C70DW1X",70,"LED",4,653
"sharp","4T-C70CK3X",70,"LED",4.5,580
"sharp","4T-C60CK1X",60,"LED",4,474
"sharp","2T-C32BG1X",32,"LED",5,125
"chiq","L32G7H",31,"LED",6,104
"chiq","U43G7H",42,"LED",4.5,240
"bauhn","ATV65UHDW-1021",65,"LED",6,367
"samsung","QA85LS03AAW",85,"LED",4.5,824
"samsung","QA85LS03AAS",85,"LED",4.5,824
"hisense","85U80G",85,"LED",3.5,1088
"samsung","HG55Q60AAAW",55,"LED",5,310
"samsung","HG65Q60AAAW",64,"LED",5.5,383
"samsung","HG75Q60AAAW",75,"LED",4,715
"samsung","HG43Q60AAAW",42,"LED",4,255
"samsung","HG50Q60AAAW",49,"LED",4.5,288
"hisense","65U80G",65,"LED",2.5,812
"kogan","KALED19PRIZB",19,"LED",5,62
"samsung","QA55Q60ABW",55,"LED",5,324
"samsung","QA55Q60ABS",55,"LED",5,324
"samsung","QA65Q60ABW",64,"LED",5,430
"samsung","QA65Q60ABS",64,"LED",5,430
"samsung","QA75Q60ABW",75,"LED",5,569
"samsung","QA75Q60ABS",75,"LED",5,569
"samsung","QA85Q60ABW",85,"LED",5.5,645
"samsung","QA85Q60ABS",85,"LED",5.5,645
"samsung","QA50Q60ABS",49,"LED",4.5,302
"samsung","QA43Q60ABS",42,"LED",4,266
"toshiba","75C350KP",75,"LED",5.5,547
"smtv","LED-43JIL0421-1",42,"LED",5.5,188
"jvc","LT-55N7125A",55,"LCD",3.5,430
"akai","AK5821S6WOS",58,"LED",6,301
"sharp","2T-C42BG1X",42,"LED",5.5,177
"hisense","85A7G",85,"LED",5.5,698
"samsung","UA70AU7000W",69,"LED",5,496
"samsung","UA70AU7000S",69,"LED",5,496
"samsung","UA70AU7000",69,"LED",5,496
"metz","65MXD9500A",65,"OLED",4,586
"metz","55MXD9500A",55,"OLED",4,424
"samsung","UA40T6500AS",39,"LED",4,218
"philips","24HFL3011T/12",23,"LED",6,65
"philips","43HFL5011T/12",43,"LED",6,160
"philips","49HFL5011T/12",48,"LED",7,175
"philips","55HFL5011T/12",55,"LED",7,202
"philips","65HFL7111T/12",64,"LED",4.5,483
"philips","55HFL7011T/12",55,"LED",3,514
"samsung","QA98QN90AAW",98,"LED",4.5,1127
"samsung","QA98QN90AAS",98,"LED",4.5,1127
"akai","AK7521S6WOS",75,"LED",6,404
"toshiba","55Z770KP",55,"LED",4,426
"toshiba","65Z770KP",65,"LED",4.5,520
"akai","AK7021S6WOS",70,"LCD",6,372
"blaupunkt","BP65WOS",65,"LED",4.5,510
"altius","AT24CFHD-BCF",24,"LED",6,68
"myvi","UR-LED2401DVD",24,"LCD",5,85
"hisense","50A6G",50,"LED",5,284
"hisense","58A6G",58,"LED",5.5,335
"hisense","75U9G",75,"LED",4.5,683
"hisense","65U9G",65,"LED",3.5,649
"hisense","70A6G",70,"LED",6,422
"lg","50UR765H0VA",49,"LED",4.5,287
"lg","55UR765H0VA",55,"LED",5.5,295
"lg","65UR765H0VD",65,"LED",5,422
"lg","75UR765H0VD",75,"LED",5.5,514
"kogan","KALED42RT9220SVA",42,"LED",6,159
"philips","50PUT7906/75",50,"LED",3.5,376
"philips","50PUT7906/79",50,"LED",3.5,376
"philips","70PUT7906/79",70,"LED",4.5,589
"philips","65PUT7906/79",65,"LED",4.5,518
"smtv","55JIL0721-1",55,"LED",4.5,347
"smtv","LD55UDS-F1",55,"LED",4.5,347
"samsung","UA43AU7002S",43,"LED",4.5,237
"kogan","KALED32RT9220SVA",32,"LED",5.5,110
"kogan","KALED24RT9220SVA",24,"LED",5.5,70
"smtv","65JIL0721-1",64,"LED",5.5,400
"smtv","LD65UDS-F1",64,"LED",5.5,400
"kogan","KALED75RT9220SVA",75,"LED",4,765
"philips","43HFL5214U/97",43,"LED",5,208
"philips","43BFL2214/97",43,"LED",5,208
"philips","75BFL2214/97",75,"LED",6,451
"philips","55PUT7906/79",55,"LED",4,426
"polaroid","PL6521OS",65,"LED",6,367
"philips","50HFL5214U/97",50,"LED",5.5,253
"philips","50BFL2214/97",50,"LED",5.5,253
"philips","65HFL5214U/97",65,"LED",5.5,382
"philips","65BFL2214/97",65,"LED",5.5,382
"philips","55HFL5214U/97",55,"LED",5.5,286
"philips","55BFL2214/97",55,"LED",5.5,286
"polaroid","PL3221OS",32,"LED",6,98
"samsung","QA55Q95TDW",55,"LED",3,514
"samsung","QA55Q95TDS",55,"LED",3,514
"samsung","QA65Q95TDW",65,"LED",2.5,751
"samsung","QA65Q95TDS",65,"LED",2.5,751
"samsung","QA75Q95TDW",75,"LED",3,868
"sharetv","ST1922G",21,"LCD",3,106
"kogan","KAQLED55XQ9610STA",55,"LCD",4,415
"philips","55OLED706/75",55,"LED",2.5,596
"philips","55OLED706/79",55,"LED",2.5,596
"veon","VN40WOS2021",40,"LED",5,175
"philips","75PUT7906/79",75,"LED",4.5,682
"philips","75PUT7906/75",75,"LED",4.5,682
"kogan","KALED43XT9610STA",42,"LCD",4.5,240
"philips","65PML9506/79",65,"LED",3,725
"samsung","HG43AJ690YK",43,"LED",4,255
"samsung","HG55AJ690YK",55,"LED",5,335
"samsung","HG50AJ690YK",49,"LED",4.5,313
"samsung","HG65AJ690YK",65,"LED",5,426
"samsung","HG75AJ690YK",75,"LED",5,565
"samsung","UA50AU7002S",49,"LED",5,262
"walton","43D210N",43,"LED",7,140
"walton","W43D210N",43,"LED",7,140
"walton","W43D210NAU",43,"LED",7,140
"eko","K45FSW",46,"LCD",5,245
"blaupunkt","BP400FSG9200",39,"LCD",6,151
"kogan","KAQLED75XQ9610STA",75,"LCD",4.5,667
"philips","43HFL6214U/12",43,"LED",5,216
"philips","50HFL6214U/12",50,"LED",5,259
"philips","75HFL6214U/12",75,"LED",6,443
"philips","75PML9506/79",75,"LED",3.5,785
"philips","75PML9506/75",75,"LED",3.5,785
"philips","58HFL6214U/12",58,"LED",6,294
"philips","65HFL6214U/12",65,"LED",5.5,381
"kogan","KALED24EH7520SVA",24,"LED",5,84
"myvi","UR-LED2402NS",24,"LED",5,85
"samsung","UA55AU7002S",55,"LED",5.5,284
"chiq","U75F8T",75,"LED",5.5,506
"stan cash","TV185CLEARA",18,"LED",5,60
"lg","65QNED916QA",65,"LED",5,440
"kogan","KAQLED65XQ9610STA",64,"LCD",4,572
"shenzhen xinchaoda technology co., ltd","LEQ65W722",65,"LED",6,369
"shenzhen xinchaoda technology co., ltd","LEQ55A722",55,"LED",4.5,381
"shenzhen xinchaoda technology co., ltd","LEQ55W722",55,"LED",4.5,362
"shenzhen xinchaoda technology co., ltd","LEQ65A722",65,"LED",5.5,402
"lg","50UR767H3VC",49,"LED",4.5,287
"lg","55UR767H3VC",55,"LED",4.5,371
"lg","65UR767H3VC",65,"LED",5,433
"kogan","KALED40RF9220STB",39,"LED",6,149
"kogan","KALED40RF9210STB",39,"LED",6,149
"akai","AK6521S6WOS",65,"LED",6,367
"linsar","LS65UHDNF",65,"LED",6,367
"philips","19HFL5214W/12",19,"LED",5,62
"jvc","LT-32N3115AM",31,"LCD",5,130
"sony","KD-43X75K",42,"LED",4,261
"sony","KD-50X75K",49,"LED",4.5,312
"jvc","LT-42N5125A",41,"LCD",4.5,230
"jvc","LT-55NQ7105AM",55,"LCD",4,400
"kogan","KALED43RT9220SVA",43,"LED",5.5,194
"kogan","KALED43RT9220SVB",43,"LED",5.5,194
"kogan","KALED43RT9220SVC",43,"LED",5.5,194
"kogan","KALED43RT9220SVD",43,"LED",5.5,194
"kogan","KALED50RT9220SVA",50,"LED",6,210
"kogan","KALED50RT9220SVB",50,"LED",6,210
"kogan","KALED50RT9220SVC",50,"LED",6,210
"kogan","KALED50RT9220SVD",50,"LED",6,210
"kogan","LE-50series",50,"LED",6,210
"kogan","KAQLED55RQ9510SVA",55,"LED",6,247
"kogan","KAQLED55RQ9510SVB",55,"LED",6,247
"kogan","KAQLED55RQ9510SVC",55,"LED",6,247
"kogan","KAQLED55RQ9510SVD",55,"LED",6,247
"kogan","KALED58RT9220SVA",58,"LED",6,271
"kogan","KALED58RT9220SVB",58,"LED",6,271
"kogan","KALED58RT9220SVC",58,"LED",6,271
"kogan","KALED58RT9220SVD",58,"LED",6,271
"kogan","LE-58series",58,"LED",6,271
"bauhn","ATV58UHDW-0322",57,"LCD",6,275
"kogan","LE-55series",55,"LED",6,247
"sony","KD-32W830K",32,"LED",4.5,132
"kogan","LE-43series",43,"LED",5.5,194
"kogan","KALED40RT9220SVA",40,"LED",6,151
"kogan","KALED40RT9220SVB",40,"LED",6,151
"kogan","KALED40RT9220SVC",40,"LED",6,151
"kogan","KALED40RT9220SVD",40,"LED",6,151
"lg","55UP801C0TB",55,"LED",4,422
"lg","65UP801C0TB",65,"LED",4,528
"caixun","EC40V1FA",40,"LED",6,151
"caixun","*****40*****",40,"LED",6,151
"samsung","UA65AU7002S",65,"LED",5.5,416
"eko","K430USGQ",43,"LCD",5.5,191
"eko","K75QHZ",75,"LCD",3.5,832
"lg","65QNED91SQA",65,"LED",5,440
"lg","75QNED91SQA",75,"LED",5,579
"lg","75QNED916QA",75,"LED",5,579
"lg","86QNED91SQA",86,"LED",5.5,674
"lg","86QNED916QA",86,"LED",5.5,674
"lg","OLED48A2PSA",48,"OLED",4.5,280
"lg","OLED55A2PSA",55,"OLED",5,316
"lg","OLED55A26LA",55,"OLED",5,316
"lg","OLED55B2PSA",55,"OLED",4.5,375
"lg","OLED55C2PSC",55,"OLED",4.5,349
"lg","OLED55C24LA",55,"OLED",4.5,349
"lg","OLED65A2PSA",65,"OLED",5.5,393
"lg","OLED65A26LA",65,"OLED",5.5,393
"lg","OLED65B2PSA",65,"OLED",5,462
"lg","OLED65C2PSC",65,"OLED",5.5,411
"lg","OLED65C24LA",65,"OLED",5.5,411
"lg","OLED77C2PSC",77,"OLED",6,513
"lg","OLED77C24LA",77,"OLED",6,513
"lg","OLED83C2PSA",83,"OLED",5.5,656
"lg","OLED83C24LA",83,"OLED",5.5,656
"bauhn","ATV42FHDW-1221",41,"LCD",6,157
"lg","OLED42C2PSA",42,"OLED",4.5,232
"lg","OLED42C24LA",42,"OLED",4.5,232
"lg","OLED48C2PSA",48,"OLED",4.5,284
"lg","OLED48C24LA",48,"OLED",4.5,284
"lg","43NANO75SQA",43,"LED",3.5,276
"lg","43NANO756QA",43,"LED",3.5,276
"lg","43UQ75006LF",43,"LED",3.5,284
"lg","50NANO75SQA",49,"LED",4,331
"lg","50NANO756QA",49,"LED",4,331
"lg","50QNED80SQA",49,"LED",4.5,295
"lg","50QNED806QA",49,"LED",4.5,295
"lg","50UQ80006LB",49,"LED",4.5,287
"lg","55NANO75SQA",55,"LED",4,419
"lg","55NANO756QA",55,"LED",4,419
"lg","55QNED80SQA",55,"LED",4.5,346
"lg","55QNED806QA",55,"LED",4.5,346
"lg","55UQ80006LB",55,"LED",4.5,360
"lg","65NANO75SQA",65,"LED",4,528
"lg","65NANO756QA",65,"LED",4,528
"lg","65QNED80SQA",65,"LED",5,433
"lg","65QNED806QA",65,"LED",5,433
"lg","65UQ91006LA",65,"LED",4,543
"lg","75NANO75SQA",75,"LED",4.5,663
"lg","75NANO756QA",75,"LED",4.5,663
"lg","75QNED80SQA",75,"LED",5.5,492
"lg","75QNED806QA",75,"LED",5.5,492
"lg","75QNED96SQA",75,"LED",4.5,630
"lg","86NANO75SQA",86,"LED",4,915
"lg","86NANO756QA",86,"LED",4,915
"lg","86UQ9000PSD",86,"LED",4,915
"metz","86MUC8500A",86,"LED",4.5,893
"samsung","QA55Q70BAW",55,"LED",4,419
"samsung","QA55Q70BAS",55,"LED",4,419
"samsung","QA55Q70BA*",55,"LED",4,419
"samsung","UA75BU8000W",75,"LED",5,576
"samsung","UA75BU8000S",75,"LED",5,576
"samsung","UA75BU8000*",75,"LED",5,576
"samsung","UA85BU8000W",85,"LED",5,740
"samsung","UA85BU8000S",85,"LED",5,740
"samsung","UA85BU8000*",85,"LED",5,740
"samsung","UA60BU8000S",60,"LED",5,383
"samsung","UA65BU8000W",65,"LED",5,437
"samsung","UA65BU8000S",65,"LED",5,437
"samsung","UA65BU8000*",65,"LED",5,437
"samsung","UA65BU8500S",65,"LED",5,437
"samsung","QA75QN85BAW",75,"LED",4.5,613
"samsung","QA75QN85BAS",75,"LED",4.5,613
"samsung","QA75QN85BA*",75,"LED",4.5,613
"samsung","QA75QN90BAW",75,"LED",3.5,777
"samsung","QA75QN90BAS",75,"LED",3.5,777
"samsung","QA75QN90BA*",75,"LED",3.5,777
"lg","43UQ9000PSD",43,"LED",3.5,276
"lg","43UQ91006LA",43,"LED",3.5,276
"lg","50UQ9000PSD",49,"LED",4,331
"lg","50UQ91006LA",49,"LED",4,331
"lg","55NANO806QA",55,"LED",4.5,357
"lg","55UQ9000PSD",55,"LED",4,419
"lg","55UQ91006LA",55,"LED",4,419
"lg","65UQ9000PSD",65,"LED",4,543
"lg","75UQ9000PSD",75,"LED",5,605
"lg","75UQ91006LA",75,"LED",5,605
"lg","86QNED80SQA",86,"LED",5,725
"lg","86QNED806QA",86,"LED",5,725
"metz","32MTD6500A",32,"LED",5.5,115
"samsung","QA85Q60BAW",85,"LED",5.5,653
"samsung","QA85Q60BAS",85,"LED",5.5,653
"samsung","QA85Q60BA*",85,"LED",5.5,653
"samsung","UA43BU8000S",43,"LED",4,270
"samsung","UA43BU8500S",43,"LED",4,270
"samsung","UA43BU8*00*",43,"LED",4,270
"kogan","KALED65RT9220SVA",65,"LED",5.5,386
"teac","LE65GA522",65,"LED",5.5,386
"kogan","KAQLED65RQ9510SVA",65,"LED",5.5,386
"samsung","UA50BU8000W",49,"LED",4,346
"samsung","UA50BU8000S",49,"LED",4,346
"samsung","UA50BU8500S",49,"LED",4,346
"samsung","UA50BU8*00*",49,"LED",4,346
"samsung","UA55BU8000W",55,"LED",4,416
"samsung","UA55BU8000S",55,"LED",4,416
"samsung","UA55BU8500S",55,"LED",4,416
"samsung","UA55BU8*00*",55,"LED",4,416
"samsung","QA65Q70BAW",65,"LED",4,551
"samsung","QA65Q70BAS",65,"LED",4,551
"samsung","QA65Q70BA*",65,"LED",4,551
"samsung","QA75Q70BAW",75,"LED",4.5,635
"samsung","QA75Q70BAS",75,"LED",4.5,635
"samsung","QA75Q70BA*",75,"LED",4.5,635
"samsung","QA85Q70BAW",85,"LED",4.5,817
"samsung","QA85Q70BAS",85,"LED",4.5,817
"samsung","QA85Q70BA*",85,"LED",4.5,817
"samsung","UA43BU8000W",43,"LED",4,270
"samsung","QA65QN800BW",65,"LED",1,1120
"samsung","QA65QN800BS",65,"LED",1,1120
"samsung","QA65QN800B*",65,"LED",1,1120
"myvi","UR-LED2403DVDNS",24,"LED",4.5,95
"samsung","QA50QN90BAW",49,"LED",3,412
"samsung","QA50QN90BAS",49,"LED",3,412
"samsung","QA50QN90BA*",49,"LED",3,412
"samsung","QA75QN95BAW",75,"LED",3,897
"samsung","QA75QN95BAS",75,"LED",3,897
"samsung","QA75QN95BA*",75,"LED",3,897
"lg","65UQ75006LF",65,"LED",4,532
"lg","OLED55G2PSA",55,"OLED",4.5,349
"lg","OLED55G26LA",55,"OLED",4.5,349
"lg","OLED77G2PSA",77,"OLED",5.5,557
"lg","OLED77G26LA",77,"OLED",5.5,557
"lg","OLED65G2PSA",65,"OLED",5.5,400
"lg","OLED65G26LA",65,"OLED",5.5,400
"lg","OLED77A2PSA",77,"OLED",6,462
"samsung","QA75QN800BW",75,"LED",1.5,1240
"samsung","QA75QN800BS",75,"LED",1.5,1240
"samsung","QA75QN800B*",75,"LED",1.5,1240
"samsung","QA85QN800BW",85,"LED",2,1423
"samsung","QA85QN800BS",85,"LED",2,1423
"samsung","QA85QN800B*",85,"LED",2,1423
"samsung","QA55QN90BAW",55,"LED",2.5,594
"samsung","QA55QN90BAS",55,"LED",2.5,594
"samsung","QA55QN90BA*",55,"LED",2.5,594
"samsung","QA85QN90BAW",85,"LED",3,1113
"samsung","QA85QN90BAS",85,"LED",3,1113
"samsung","QA85QN90BA*",85,"LED",3,1113
"samsung","QA43QN90BAW",43,"LED",2.5,364
"samsung","QA43QN90BAS",43,"LED",2.5,364
"samsung","QA43QN90BA*",43,"LED",2.5,364
"samsung","QA50LS03BAW",49,"LED",4,353
"samsung","QA50LS03BAS",49,"LED",4,353
"samsung","QA50LS03BA*",49,"LED",4,353
"samsung","QA55LS03BAW",55,"LED",3,514
"samsung","QA55LS03BAS",55,"LED",3,514
"samsung","QA55LS03BA*",55,"LED",3,514
"samsung","QA55QN85BAW",55,"LED",3,499
"samsung","QA55QN85BAS",55,"LED",3,499
"samsung","QA55QN85BA*",55,"LED",3,499
"samsung","QA65LS03BAW",65,"LED",4,580
"samsung","QA65LS03BAS",65,"LED",4,580
"samsung","QA65LS03BA*",65,"LED",4,580
"samsung","QA65QN85BAW",65,"LED",4,580
"samsung","QA65QN85BAS",65,"LED",4,580
"samsung","QA65QN85BA*",65,"LED",4,580
"samsung","QA75LS03BAW",75,"LED",4,715
"samsung","QA75LS03BAS",75,"LED",4,715
"samsung","QA75LS03BA*",75,"LED",4,715
"samsung","QA85LS03BAW",85,"LED",4,916
"samsung","QA85LS03BAS",85,"LED",4,916
"samsung","QA85LS03BA*",85,"LED",4,916
"lg","43UP801C0TB",43,"LED",3.5,287
"lg","50UP801C0TB",49,"LED",4,342
"lg","75UP801C0TB",75,"LED",4.5,619
"lg","86UP801C0TB",86,"LED",4,915
"metz","40MTD6500A",40,"LED",7,122
"sony","KD-65X75K",65,"LED",4.5,478
"sony","KD-55X75K",55,"LED",4.5,376
"sony","XR-85X90K",85,"LED",4.5,869
"sony","KD-55X80K",55,"LED",3.5,467
"sony","KD-75X80K",75,"LED",4,704
"kogan","KAQLED85XQ9610STA",85,"LED",4,970
"samsung","QA65QN900BW",65,"LED",1,1135
"samsung","QA65QN900BS",65,"LED",1,1135
"samsung","QA65QN900B*",65,"LED",1,1135
"samsung","QA85QN900BW",85,"LED",1.5,1605
"samsung","QA85QN900BS",85,"LED",1.5,1605
"samsung","QA85QN900B*",85,"LED",1.5,1605
"sony","KD-65X80K",65,"LED",4,544
"samsung","QA75QN900BW",75,"LED",1,1445
"samsung","QA75QN900BS",75,"LED",1,1445
"samsung","QA75QN900B*",75,"LED",1,1445
"samsung","QA43LS03BAW",43,"LED",3,339
"samsung","QA43LS03BAS",43,"LED",3,339
"samsung","QA43LS03BA*",43,"LED",3,339
"samsung","QA65QN90BAW",65,"LED",2.5,744
"samsung","QA65QN90BAS",65,"LED",2.5,744
"samsung","QA65QN90BA*",65,"LED",2.5,744
"samsung","QA65QN95BAW",65,"LED",2.5,781
"samsung","QA65QN95BAS",65,"LED",2.5,781
"samsung","QA65QN95BA*",65,"LED",2.5,781
"samsung","QA85QN85BAW",85,"LED",5,715
"samsung","QA85QN85BAS",85,"LED",5,715
"samsung","QA85QN85BA*",85,"LED",5,715
"samsung","QA65Q80BAW",65,"LED",2.5,755
"samsung","QA65Q80BAS",65,"LED",2.5,755
"samsung","QA65Q80BA*",65,"LED",2.5,755
"samsung","QA55QN95BAW",55,"LED",2,635
"samsung","QA55QN95BAS",55,"LED",2,635
"samsung","QA55QN95BA*",55,"LED",2,635
"samsung","QA55QN700BS",55,"LED",1,817
"samsung","QA75Q80BAW",75,"LED",2.5,978
"samsung","QA75Q80BAS",75,"LED",2.5,978
"samsung","QA75Q80BA*",75,"LED",2.5,978
"samsung","QA85Q80BAW",85,"LED",2.5,1233
"samsung","QA85Q80BAS",85,"LED",2.5,1233
"samsung","QA85Q80BA*",85,"LED",2.5,1233
"samsung","QA65QN700BW",65,"LED",2,897
"samsung","QA65QN700BS",65,"LED",2,897
"samsung","QA65QN700B*",65,"LED",2,897
"samsung","QA65LS01BAW",65,"LED",4.5,492
"samsung","QA65LS01BBW",65,"LED",4.5,492
"samsung","QA55LS01BAW",55,"LED",4,426
"samsung","QA55LS01BBW",55,"LED",4,426
"furrion","FDFD24D3D",24,"LED",4,107
"sony","XR-55A80K",55,"OLED",4,387
"kogan","KALED32EH7520SVA",32,"LED",5.5,110
"sony","XR-65A80K",65,"OLED",5,451
"sony","XR-77A80K",77,"OLED",5,629
"sony","XR-75X90K",75,"LED",4,732
"sony","XR-65X90K",65,"LED",4,555
"lg","43UQ80006LB",43,"LED",4,269
"lg","50NANO806QA",49,"LED",5,276
"lg","50UQ75006LF",49,"LED",4,342
"lg","55UQ75006LF",55,"LED",4,419
"lg","65NANO806QA",65,"LED",5,419
"lg","65QNED96SQA",65,"LED",4,557
"lg","65QNED99SQB",65,"LED",2.5,776
"lg","65QNED996QB",65,"LED",2.5,776
"lg","65UQ80006LB",65,"LED",4.5,466
"lg","75NANO816QA",75,"LED",6,462
"lg","75QNED99SQB",75,"LED",3.5,849
"lg","75QNED996QB",75,"LED",3.5,849
"lg","75UQ80006LB",75,"LED",5,605
"lg","86QNED99SQB",86,"LED",3,1200
"lg","86QNED996QB",86,"LED",3,1200
"lg","OLED77Z2PSA",77,"OLED",3,959
"lg","OLED88Z2PSA",88,"OLED",3,1171
"lg","OLED88Z26LA",88,"OLED",3,1171
"samsung","QA55LS01BAS",55,"LED",4,426
"samsung","QA55LS01B**",55,"LED",4,426
